No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,pm25_24h,aqi_class,hour_sin,hour_cos,dayofweek,is_weekend,PM10_lag1,SO2_lag1,NO2_lag1,CO_lag1,O3_lag1,TEMP_lag1,PRES_lag1,DEWP_lag1,RAIN_lag1,WSPM_lag1,PM10_lag3,SO2_lag3,NO2_lag3,CO_lag3,O3_lag3,TEMP_lag3,PRES_lag3,DEWP_lag3,RAIN_lag3,WSPM_lag3,PM10_lag24,SO2_lag24,NO2_lag24,CO_lag24,O3_lag24,TEMP_lag24,PRES_lag24,DEWP_lag24,RAIN_lag24,WSPM_lag24,is_labeled,date,pm25_lag_1,pm25_lag_2,y_pred,aqi_label,is_alert
1516,2013,5,3,3,85.0,154.0,61.0,51.0,2000.0,49.0,14.3,1008.1,5.6,0.0,11,2.4,Dingling,2013-05-03 03:00:00,,2,0.7071067811865476,0.7071067811865476,4,0,115.0,53.0,42.0,1300.0,65.0,15.0,1007.9,5.8,0.0,3.1,103.0,36.0,30.0,700.0,89.0,16.9,1005.9,3.6,0.0,3.0,,,,,,15.6,1004.2,0.9,0.0,2.1,False,2013-05-03,63.0,68.0,2,Unhealthy,True
1517,2013,5,3,4,80.0,86.0,39.0,27.0,1300.0,82.0,13.9,1008.5,6.0,0.0,13,1.5,Dingling,2013-05-03 04:00:00,80.5,2,0.8660254037844386,0.5000000000000001,4,0,154.0,61.0,51.0,2000.0,49.0,14.3,1008.1,5.6,0.0,2.4,91.0,31.0,25.0,600.0,91.0,15.6,1006.9,4.0,0.0,2.4,,,,,,14.8,1004.3,0.6,0.0,2.2,False,2013-05-03,85.0,63.0,2,Unhealthy,True
1535,2013,5,3,22,77.0,123.0,18.0,54.0,900.0,123.0,17.9,1011.0,8.5,0.0,12,3.5,Guanyuan,2013-05-03 22:00:00,56.541666666666664,2,-0.5000000000000004,0.8660254037844384,4,0,85.0,18.0,45.0,700.0,137.0,18.2,1010.8,8.5,0.0,3.0,86.0,16.0,33.0,600.0,168.0,18.9,1010.6,7.9,0.0,2.1,136.0,50.0,92.0,1100.0,50.0,17.9,1006.7,6.7,0.0,1.4,False,2013-05-03,66.0,66.0,2,Unhealthy,True
1536,2013,5,3,23,91.0,122.0,20.0,57.0,1000.0,122.0,17.0,1011.2,8.9,0.0,11,2.7,Guanyuan,2013-05-03 23:00:00,56.791666666666664,2,-0.25881904510252157,0.9659258262890681,4,0,123.0,18.0,54.0,900.0,123.0,17.9,1011.0,8.5,0.0,3.5,93.0,17.0,41.0,600.0,152.0,18.5,1010.9,8.5,0.0,2.3,143.0,45.0,95.0,1100.0,39.0,17.0,1008.2,6.2,0.0,0.7,False,2013-05-03,77.0,66.0,2,Unhealthy,True
1513,2013,5,3,0,86.0,144.0,40.0,98.0,1100.0,31.0,16.5,1006.8,4.8,0.0,1,1.0,Gucheng,2013-05-03 00:00:00,81.47826086956522,2,0.0,1.0,4,0,136.0,38.0,81.0,1000.0,53.0,17.5,1005.8,5.7,0.0,0.9,245.0,84.0,71.0,1200.0,108.0,18.7,1004.1,5.2,0.0,2.5,220.0,27.0,101.0,900.0,35.0,16.5,1005.5,4.8,0.0,0.7,False,2013-05-03,88.0,108.0,2,Unhealthy,True
1513,2013,5,3,0,72.0,93.0,38.0,73.0,800.0,54.0,16.6,1009.0,5.8,0.0,2,2.4,Guanyuan,2013-05-03 00:00:00,71.20833333333333,1,0.0,1.0,4,0,143.0,45.0,95.0,1100.0,39.0,17.0,1008.2,6.2,0.0,0.7,153.0,55.0,78.0,1100.0,76.0,18.5,1006.1,6.0,0.0,2.8,141.0,28.0,71.0,800.0,68.0,16.6,1007.7,4.6,0.0,1.4,False,2013-05-03,85.0,82.0,2,Unhealthy,True
1532,2013,5,3,19,79.0,117.0,17.0,44.0,800.0,162.0,19.1,1007.3,4.4,0.0,12,1.9,Huairou,2013-05-03 19:00:00,53.583333333333336,2,-0.9659258262890684,0.2588190451025203,4,0,103.0,17.0,35.0,800.0,178.0,20.2,1006.7,3.4,0.0,2.2,87.0,18.0,18.0,700.0,193.0,22.4,1006.2,4.4,0.0,2.7,157.0,67.0,47.0,900.0,127.0,19.6,1002.1,2.0,0.0,2.0,False,2013-05-03,64.0,58.0,2,Unhealthy,True
1527,2013,5,3,14,105.0,54.0,13.0,12.0,600.0,166.0,22.8,1006.5,4.3,0.0,9,2.2,Changping,2013-05-03 14:00:00,90.75,2,-0.4999999999999997,-0.8660254037844388,4,0,59.0,15.0,14.0,600.0,153.0,22.3,1007.2,5.2,0.0,1.1,64.0,21.0,24.0,700.0,120.0,20.6,1008.4,5.4,0.0,2.0,106.0,27.0,32.0,900.0,156.0,23.6,1000.4,1.8,0.0,3.8,False,2013-05-03,122.0,98.0,2,Unhealthy,True
1526,2013,5,3,13,122.0,59.0,15.0,14.0,600.0,153.0,22.3,1007.2,5.2,0.0,8,1.1,Changping,2013-05-03 13:00:00,89.79166666666667,2,-0.2588190451025208,-0.9659258262890683,4,0,64.0,18.0,18.0,700.0,137.0,21.8,1007.8,4.8,0.0,2.2,57.0,20.0,41.0,600.0,97.0,19.2,1009.1,5.3,0.0,2.5,109.0,32.0,44.0,1000.0,122.0,23.2,1001.5,2.1,0.0,1.8,False,2013-05-03,98.0,55.0,2,Unhealthy,True
1525,2013,5,3,12,98.0,64.0,18.0,18.0,700.0,137.0,21.8,1007.8,4.8,0.0,11,2.2,Changping,2013-05-03 12:00:00,88.25,2,1.2246467991473532e-16,-1.0,4,0,64.0,21.0,24.0,700.0,120.0,20.6,1008.4,5.4,0.0,2.0,62.0,21.0,34.0,600.0,99.0,19.1,1009.3,5.5,0.0,2.1,113.0,34.0,44.0,1200.0,103.0,22.7,1002.5,2.2,0.0,2.9,False,2013-05-03,55.0,45.0,2,Unhealthy,True
1517,2013,5,3,4,69.0,106.0,29.0,19.0,1000.0,98.0,13.9,1008.5,6.0,0.0,13,1.5,Changping,2013-05-03 04:00:00,93.25,1,0.8660254037844386,0.5000000000000001,4,0,106.0,42.0,31.0,1300.0,77.0,14.3,1008.1,5.6,0.0,2.4,77.0,34.0,28.0,700.0,87.0,15.6,1006.9,4.0,0.0,2.4,90.0,20.0,44.0,800.0,45.0,14.8,1004.3,0.6,0.0,2.2,False,2013-05-03,96.0,117.0,2,Unhealthy,True
1516,2013,5,3,3,96.0,106.0,42.0,31.0,1300.0,77.0,14.3,1008.1,5.6,0.0,11,2.4,Changping,2013-05-03 03:00:00,92.375,2,0.7071067811865476,0.7071067811865476,4,0,125.0,61.0,40.0,1500.0,67.0,15.0,1007.9,5.8,0.0,3.1,86.0,31.0,24.0,600.0,98.0,16.9,1005.9,3.6,0.0,3.0,112.0,18.0,51.0,800.0,45.0,15.6,1004.2,0.9,0.0,2.1,False,2013-05-03,117.0,64.0,2,Unhealthy,True
1536,2013,5,3,23,94.0,121.0,16.0,37.0,1200.0,100.0,17.3,1013.2,5.6,0.0,12,2.3,Tiantan,2013-05-03 23:00:00,58.125,2,-0.25881904510252157,0.9659258262890681,4,0,113.0,14.0,33.0,1100.0,103.0,17.7,1012.9,6.8,0.0,1.9,80.0,13.0,10.0,800.0,148.0,19.2,1012.7,5.6,0.0,1.8,136.0,40.0,68.0,1200.0,37.0,16.6,1009.7,4.6,0.0,3.7,False,2013-05-03,73.0,68.0,2,Unhealthy,True
1522,2013,5,3,9,81.0,62.0,21.0,34.0,600.0,99.0,19.1,1009.3,5.5,0.0,12,2.1,Changping,2013-05-03 09:00:00,91.41666666666667,2,0.7071067811865476,-0.7071067811865475,4,0,62.0,24.0,34.0,800.0,90.0,17.4,1009.4,4.3,0.0,2.1,48.0,18.0,29.0,700.0,90.0,14.9,1009.1,5.9,0.0,1.5,126.0,48.0,46.0,1600.0,60.0,18.5,1005.2,3.5,0.0,1.1,False,2013-05-03,60.0,73.0,2,Unhealthy,True
1536,2013,5,3,23,78.0,148.0,12.0,73.0,1000.0,50.0,13.0,1008.2,6.1,0.0,4,1.0,Huairou,2013-05-03 23:00:00,54.75,2,-0.25881904510252157,0.9659258262890681,4,0,148.0,14.0,74.0,900.0,72.0,13.7,1008.0,7.0,0.0,1.1,121.0,15.0,57.0,800.0,124.0,16.2,1007.7,5.2,0.0,1.6,88.0,34.0,30.0,700.0,106.0,17.7,1005.0,0.8,0.0,1.9,False,2013-05-03,73.0,64.0,2,Unhealthy,True
1513,2013,5,3,0,76.0,76.0,34.0,54.0,800.0,43.0,16.5,1007.8,4.8,0.0,1,4.0,Wanshouxigong,2013-05-03 00:00:00,77.75,2,0.0,1.0,4,0,146.0,41.0,78.0,1300.0,24.0,17.4,1006.8,5.3,0.0,2.9,134.0,48.0,57.0,1200.0,68.0,18.6,1005.0,5.4,0.0,1.9,99.0,21.0,49.0,800.0,51.0,15.9,1006.7,3.3,0.0,1.5,False,2013-05-03,84.0,87.0,2,Unhealthy,True
1515,2013,5,3,2,81.0,156.0,70.0,42.0,1899.0,84.0,12.6,1012.9,7.9,0.0,0,2.4,Dongsi,2013-05-03 02:00:00,81.875,2,0.49999999999999994,0.8660254037844387,4,0,68.0,42.0,41.0,1000.0,79.0,14.5,1012.3,5.6,0.0,4.8,143.0,45.0,78.0,1200.0,50.0,16.6,1009.7,4.6,0.0,3.7,57.0,21.0,36.0,800.0,68.0,16.3,1009.1,-0.9,0.0,1.4,False,2013-05-03,58.0,68.0,2,Unhealthy,True
1535,2013,5,3,22,76.0,130.0,18.0,42.0,1000.0,130.0,17.7,1012.9,6.8,0.0,8,1.9,Dongsi,2013-05-03 22:00:00,58.208333333333336,2,-0.5000000000000004,0.8660254037844384,4,0,77.0,16.0,36.0,900.0,142.0,18.8,1012.7,6.6,0.0,3.0,105.0,14.0,27.0,800.0,167.0,19.7,1012.3,5.3,0.0,2.8,177.0,52.0,84.0,1300.0,50.0,17.2,1008.8,3.8,0.0,3.1,False,2013-05-03,73.0,73.0,2,Unhealthy,True
1536,2013,5,3,23,95.0,135.0,22.0,51.0,1200.0,118.0,17.3,1013.2,5.6,0.0,12,2.3,Dongsi,2013-05-03 23:00:00,58.583333333333336,2,-0.25881904510252157,0.9659258262890681,4,0,130.0,18.0,42.0,1000.0,130.0,17.7,1012.9,6.8,0.0,1.9,102.0,16.0,28.0,900.0,162.0,19.2,1012.7,5.6,0.0,1.8,143.0,45.0,78.0,1200.0,50.0,16.6,1009.7,4.6,0.0,3.7,False,2013-05-03,76.0,73.0,2,Unhealthy,True
1559,2013,5,4,22,78.0,156.0,10.0,51.0,800.0,89.0,15.5,1007.8,6.0,0.0,14,1.4,Huairou,2013-05-04 22:00:00,98.375,2,-0.5000000000000004,0.8660254037844384,5,1,180.0,11.0,57.0,700.0,100.0,16.4,1007.5,5.0,0.0,1.4,112.0,12.0,30.0,500.0,166.0,19.1,1006.7,4.4,0.0,1.9,148.0,14.0,74.0,900.0,72.0,13.7,1008.0,7.0,0.0,1.1,False,2013-05-04,65.0,59.0,2,Unhealthy,True
1560,2013,5,4,23,77.0,131.0,29.0,85.0,800.0,72.0,17.0,1012.4,6.2,0.0,0,1.8,Nongzhanguan,2013-05-04 23:00:00,81.66666666666667,2,-0.25881904510252157,0.9659258262890681,5,1,131.0,25.0,63.0,700.0,99.0,17.2,1012.2,6.7,0.0,1.3,121.0,21.0,47.0,700.0,130.0,21.3,1012.1,4.4,0.0,1.8,152.0,21.0,61.0,1100.0,110.0,17.3,1013.2,5.6,0.0,2.3,False,2013-05-04,74.0,66.0,2,Unhealthy,True
1538,2013,5,4,1,77.0,97.0,9.0,23.0,700.0,92.0,14.1,1007.5,7.2,0.0,1,0.9,Dingling,2013-05-04 01:00:00,63.875,2,0.25881904510252074,0.9659258262890683,5,1,104.0,9.0,23.0,700.0,97.0,15.2,1007.7,7.2,0.0,0.5,80.0,9.0,22.0,700.0,114.0,17.5,1007.5,7.0,0.0,1.5,91.0,31.0,25.0,600.0,91.0,15.6,1006.9,4.0,0.0,2.4,False,2013-05-04,72.0,71.0,2,Unhealthy,True
1539,2013,5,4,2,78.0,108.0,7.0,21.0,700.0,84.0,13.7,1007.8,7.2,0.0,2,0.8,Dingling,2013-05-04 02:00:00,64.5,2,0.49999999999999994,0.8660254037844387,5,1,97.0,9.0,23.0,700.0,92.0,14.1,1007.5,7.2,0.0,0.9,116.0,10.0,22.0,700.0,109.0,16.8,1007.6,7.4,0.0,1.0,115.0,53.0,42.0,1300.0,65.0,15.0,1007.9,5.8,0.0,3.1,False,2013-05-04,77.0,72.0,2,Unhealthy,True
1554,2013,5,4,17,77.0,96.0,16.0,26.0,500.0,186.0,23.6,1005.6,2.4,0.0,11,1.9,Huairou,2013-05-04 17:00:00,99.79166666666667,2,-0.9659258262890683,-0.25881904510252063,5,1,128.0,18.0,26.0,600.0,190.0,24.6,1005.6,2.1,0.0,3.1,169.0,27.0,26.0,700.0,187.0,24.8,1006.1,4.5,0.0,3.8,85.0,17.0,20.0,700.0,193.0,21.3,1006.3,3.9,0.0,1.8,False,2013-05-04,79.0,87.0,2,Unhealthy,True
1553,2013,5,4,16,79.0,128.0,18.0,26.0,600.0,190.0,24.6,1005.6,2.1,0.0,12,3.1,Huairou,2013-05-04 16:00:00,99.0,2,-0.8660254037844385,-0.5000000000000004,5,1,167.0,17.0,21.0,600.0,195.0,24.8,1005.7,3.4,0.0,2.6,168.0,43.0,44.0,900.0,156.0,23.7,1006.4,5.6,0.0,4.4,87.0,18.0,18.0,700.0,193.0,22.4,1006.2,4.4,0.0,2.7,False,2013-05-04,87.0,105.0,2,Unhealthy,True
1552,2013,5,4,15,87.0,167.0,17.0,21.0,600.0,195.0,24.8,1005.7,3.4,0.0,8,2.6,Huairou,2013-05-04 15:00:00,97.91666666666667,2,-0.7071067811865471,-0.7071067811865479,5,1,169.0,27.0,26.0,700.0,187.0,24.8,1006.1,4.5,0.0,3.8,207.0,43.0,58.0,1000.0,117.0,23.8,1007.5,7.0,0.0,2.2,67.0,18.0,15.0,700.0,186.0,22.8,1006.3,4.8,0.0,2.9,False,2013-05-04,105.0,160.0,2,Unhealthy,True
1551,2013,5,4,14,105.0,169.0,27.0,26.0,700.0,187.0,24.8,1006.1,4.5,0.0,11,3.8,Huairou,2013-05-04 14:00:00,96.58333333333333,2,-0.4999999999999997,-0.8660254037844388,5,1,168.0,43.0,44.0,900.0,156.0,23.7,1006.4,5.6,0.0,4.4,198.0,38.0,45.0,1000.0,110.0,22.0,1008.4,8.5,0.0,0.9,51.0,18.0,10.0,800.0,179.0,23.0,1006.7,4.5,0.0,2.7,False,2013-05-04,160.0,157.0,2,Unhealthy,True
1548,2013,5,4,11,141.0,198.0,38.0,45.0,1000.0,110.0,22.0,1008.4,8.5,0.0,5,0.9,Huairou,2013-05-04 11:00:00,84.25,2,0.258819045102521,-0.9659258262890682,5,1,161.0,40.0,39.0,900.0,96.0,19.7,1009.3,7.7,0.0,2.2,147.0,31.0,49.0,1000.0,62.0,17.0,1009.8,7.1,0.0,1.9,75.0,20.0,15.0,800.0,134.0,21.4,1008.6,5.3,0.0,3.4,False,2013-05-04,131.0,121.0,2,Unhealthy,True
1560,2013,5,4,23,76.0,114.0,14.0,20.0,600.0,118.0,17.2,1007.5,7.0,0.0,9,0.6,Dingling,2013-05-04 23:00:00,98.83333333333333,2,-0.25881904510252157,0.9659258262890681,5,1,96.0,14.0,21.0,600.0,122.0,18.0,1007.2,6.5,0.0,1.4,147.0,18.0,28.0,700.0,146.0,20.2,1007.0,6.2,0.0,0.7,116.0,10.0,22.0,700.0,109.0,16.8,1007.6,7.4,0.0,1.0,False,2013-05-04,80.0,79.0,2,Unhealthy,True
1547,2013,5,4,10,131.0,161.0,40.0,39.0,900.0,96.0,19.7,1009.3,7.7,0.0,11,2.2,Huairou,2013-05-04 10:00:00,80.04166666666667,2,0.49999999999999994,-0.8660254037844387,5,1,146.0,38.0,43.0,900.0,79.0,18.5,1009.8,7.6,0.0,2.4,127.0,27.0,53.0,1000.0,53.0,15.5,1009.8,6.8,0.0,1.6,46.0,17.0,10.0,,131.733,19.9,1009.2,6.6,0.0,2.4,False,2013-05-04,121.0,116.0,2,Unhealthy,True
1545,2013,5,4,8,116.0,147.0,31.0,49.0,1000.0,62.0,17.0,1009.8,7.1,0.0,0,1.9,Huairou,2013-05-04 08:00:00,72.45833333333333,2,0.8660254037844387,-0.4999999999999998,5,1,127.0,27.0,53.0,1000.0,53.0,15.5,1009.8,6.8,0.0,1.6,118.0,19.0,53.0,1100.0,48.0,12.1,1009.6,7.4,0.0,0.7,84.0,20.0,16.0,700.0,109.0,17.8,1009.2,6.3,0.0,2.7,False,2013-05-04,99.0,96.0,2,Unhealthy,True
1544,2013,5,4,7,99.0,127.0,27.0,53.0,1000.0,53.0,15.5,1009.8,6.8,0.0,0,1.6,Huairou,2013-05-04 07:00:00,69.625,2,0.9659258262890683,-0.25881904510252063,5,1,118.0,23.0,47.0,1100.0,54.0,14.1,1009.7,6.7,0.0,0.7,131.0,18.0,60.0,1000.0,51.0,12.1,1008.8,5.5,0.0,1.3,34.0,19.0,10.0,600.0,119.0,16.5,1009.1,6.6,0.0,4.0,False,2013-05-04,96.0,103.0,2,Unhealthy,True
1543,2013,5,4,6,96.0,118.0,23.0,47.0,1100.0,54.0,14.1,1009.7,6.7,0.0,0,0.7,Huairou,2013-05-04 06:00:00,67.54166666666667,2,1.0,6.123233995736766e-17,5,1,118.0,19.0,53.0,1100.0,48.0,12.1,1009.6,7.4,0.0,0.7,134.0,19.0,60.0,,,12.4,1008.7,5.5,0.0,1.2,59.0,18.0,7.0,600.0,118.0,15.2,1008.9,5.4,0.0,1.2,False,2013-05-04,103.0,98.0,2,Unhealthy,True
1542,2013,5,4,5,103.0,118.0,19.0,53.0,1100.0,48.0,12.1,1009.6,7.4,0.0,0,0.7,Huairou,2013-05-04 05:00:00,65.79166666666667,2,0.9659258262890683,0.25881904510252074,5,1,131.0,18.0,60.0,1000.0,51.0,12.1,1008.8,5.5,0.0,1.3,157.0,16.0,79.0,1100.0,30.0,12.5,1008.6,6.1,0.0,1.2,59.0,18.0,13.0,600.0,111.0,14.1,1008.4,5.2,0.0,1.5,False,2013-05-04,98.0,104.0,2,Unhealthy,True
1541,2013,5,4,4,98.0,131.0,18.0,60.0,1000.0,51.0,12.1,1008.8,5.5,0.0,5,1.3,Huairou,2013-05-04 04:00:00,63.666666666666664,2,0.8660254037844386,0.5000000000000001,5,1,134.0,19.0,60.0,,,12.4,1008.7,5.5,0.0,1.2,153.0,16.0,82.0,1000.0,24.0,13.0,1008.4,5.9,0.0,1.4,72.0,20.0,17.0,600.0,111.0,14.0,1008.2,5.6,0.0,1.8,False,2013-05-04,104.0,102.0,2,Unhealthy,True
1539,2013,5,4,2,102.0,157.0,16.0,79.0,1100.0,30.0,12.5,1008.6,6.1,0.0,3,1.2,Huairou,2013-05-04 02:00:00,59.75,2,0.49999999999999994,0.8660254037844387,5,1,153.0,16.0,82.0,1000.0,24.0,13.0,1008.4,5.9,0.0,1.4,148.0,12.0,73.0,1000.0,50.0,13.0,1008.2,6.1,0.0,1.0,161.0,59.0,33.0,1399.0,81.0,15.0,1007.5,4.7,0.0,1.4,False,2013-05-04,93.0,98.0,2,Unhealthy,True
1538,2013,5,4,1,93.0,153.0,16.0,82.0,1000.0,24.0,13.0,1008.4,5.9,0.0,5,1.4,Huairou,2013-05-04 01:00:00,58.375,2,0.25881904510252074,0.9659258262890683,5,1,149.0,18.0,67.0,900.0,52.0,12.7,1008.4,6.9,0.0,1.3,148.0,14.0,74.0,900.0,72.0,13.7,1008.0,7.0,0.0,1.1,123.0,53.0,26.0,1000.0,102.0,16.1,1007.1,4.5,0.0,3.1,False,2013-05-04,98.0,78.0,2,Unhealthy,True
1537,2013,5,4,0,98.0,149.0,18.0,67.0,900.0,52.0,12.7,1008.4,6.9,0.0,5,1.3,Huairou,2013-05-04 00:00:00,56.791666666666664,2,0.0,1.0,5,1,148.0,12.0,73.0,1000.0,50.0,13.0,1008.2,6.1,0.0,1.0,122.0,15.0,66.0,900.0,98.0,14.8,1007.9,5.8,0.0,0.8,85.0,35.0,29.0,600.0,105.0,17.2,1006.1,2.4,0.0,2.6,False,2013-05-04,78.0,73.0,2,Unhealthy,True
1546,2013,5,4,9,121.0,146.0,38.0,43.0,900.0,79.0,18.5,1009.8,7.6,0.0,9,2.4,Huairou,2013-05-04 09:00:00,76.04166666666667,2,0.7071067811865476,-0.7071067811865475,5,1,147.0,31.0,49.0,1000.0,62.0,17.0,1009.8,7.1,0.0,1.9,118.0,23.0,47.0,1100.0,54.0,14.1,1009.7,6.7,0.0,0.7,46.0,17.0,10.0,800.0,121.0,19.9,1009.2,6.6,0.0,1.5,False,2013-05-04,116.0,99.0,2,Unhealthy,True
1558,2013,5,4,21,79.0,118.0,14.0,30.0,700.0,121.0,18.4,1007.1,6.6,0.0,4,0.6,Dingling,2013-05-04 21:00:00,98.20833333333333,2,-0.7071067811865477,0.7071067811865474,5,1,147.0,18.0,28.0,700.0,146.0,20.2,1007.0,6.2,0.0,0.7,138.0,20.0,23.0,700.0,183.0,22.4,1005.7,6.2,0.0,0.6,113.0,12.0,25.0,600.0,135.0,18.0,1007.4,6.8,0.0,1.2,False,2013-05-04,85.0,85.0,2,Unhealthy,True
1540,2013,5,4,3,80.0,95.0,7.0,21.0,800.0,87.0,13.7,1008.0,7.2,0.0,4,0.8,Dingling,2013-05-04 03:00:00,64.29166666666667,2,0.7071067811865476,0.7071067811865476,5,1,108.0,7.0,21.0,700.0,84.0,13.7,1007.8,7.2,0.0,0.8,104.0,9.0,23.0,700.0,97.0,15.2,1007.7,7.2,0.0,0.5,154.0,61.0,51.0,2000.0,49.0,14.3,1008.1,5.6,0.0,2.4,False,2013-05-04,78.0,77.0,2,Unhealthy,True
1541,2013,5,4,4,98.0,119.0,6.0,22.0,800.0,77.0,13.6,1008.1,6.9,0.0,2,1.0,Dingling,2013-05-04 04:00:00,65.04166666666667,2,0.8660254037844386,0.5000000000000001,5,1,95.0,7.0,21.0,800.0,87.0,13.7,1008.0,7.2,0.0,0.8,97.0,9.0,23.0,700.0,92.0,14.1,1007.5,7.2,0.0,0.9,86.0,39.0,27.0,1300.0,82.0,13.9,1008.5,6.0,0.0,1.5,False,2013-05-04,80.0,78.0,2,Unhealthy,True
1542,2013,5,4,5,104.0,123.0,8.0,28.0,900.0,67.0,13.6,1009.0,6.9,0.0,2,0.8,Dingling,2013-05-04 05:00:00,66.91666666666667,2,0.9659258262890683,0.25881904510252074,5,1,119.0,6.0,22.0,800.0,77.0,13.6,1008.1,6.9,0.0,1.0,108.0,7.0,21.0,700.0,84.0,13.7,1007.8,7.2,0.0,0.8,86.0,24.0,20.0,900.0,95.0,14.0,1008.7,5.9,0.0,0.7,False,2013-05-04,98.0,80.0,2,Unhealthy,True
1543,2013,5,4,6,115.0,134.0,11.0,33.0,900.0,61.0,14.5,1009.2,7.1,0.0,2,0.8,Dingling,2013-05-04 06:00:00,69.41666666666667,2,1.0,6.123233995736766e-17,5,1,123.0,8.0,28.0,900.0,67.0,13.6,1009.0,6.9,0.0,0.8,95.0,7.0,21.0,800.0,87.0,13.7,1008.0,7.2,0.0,0.8,56.0,19.0,31.0,800.0,80.0,14.9,1009.1,5.9,0.0,1.5,False,2013-05-04,104.0,98.0,2,Unhealthy,True
1544,2013,5,4,7,111.0,134.0,14.0,38.0,900.0,57.0,15.5,1009.6,7.3,0.0,9,1.2,Dingling,2013-05-04 07:00:00,71.45833333333333,2,0.9659258262890683,-0.25881904510252063,5,1,134.0,11.0,33.0,900.0,61.0,14.5,1009.2,7.1,0.0,0.8,119.0,6.0,22.0,800.0,77.0,13.6,1008.1,6.9,0.0,1.0,64.0,20.0,32.0,800.0,75.0,16.1,1009.3,4.8,0.0,2.0,True,2013-05-04,115.0,104.0,2,Unhealthy,True
1545,2013,5,4,8,110.0,125.0,19.0,38.0,900.0,66.0,16.8,1009.6,7.7,0.0,9,1.6,Dingling,2013-05-04 08:00:00,73.54166666666667,2,0.8660254037844387,-0.4999999999999998,5,1,134.0,14.0,38.0,900.0,57.0,15.5,1009.6,7.3,0.0,1.2,123.0,8.0,28.0,900.0,67.0,13.6,1009.0,6.9,0.0,0.8,72.0,23.0,17.0,800.0,98.0,17.4,1009.4,4.3,0.0,2.1,False,2013-05-04,111.0,115.0,2,Unhealthy,True
1546,2013,5,4,9,115.0,132.0,21.0,35.0,900.0,82.0,18.5,1009.1,7.9,0.0,10,2.6,Dingling,2013-05-04 09:00:00,76.16666666666667,2,0.7071067811865476,-0.7071067811865475,5,1,125.0,19.0,38.0,900.0,66.0,16.8,1009.6,7.7,0.0,1.6,134.0,11.0,33.0,900.0,61.0,14.5,1009.2,7.1,0.0,0.8,72.0,19.0,18.0,600.0,111.0,19.1,1009.3,5.5,0.0,2.1,False,2013-05-04,110.0,111.0,2,Unhealthy,True
1547,2013,5,4,10,120.0,139.0,23.0,36.0,900.0,89.0,19.7,1008.7,8.4,0.0,2,1.4,Dingling,2013-05-04 10:00:00,79.08333333333333,2,0.49999999999999994,-0.8660254037844387,5,1,132.0,21.0,35.0,900.0,82.0,18.5,1009.1,7.9,0.0,2.6,134.0,14.0,38.0,900.0,57.0,15.5,1009.6,7.3,0.0,1.2,51.0,18.0,15.0,600.0,120.0,19.2,1009.1,5.3,0.0,2.5,False,2013-05-04,115.0,110.0,2,Unhealthy,True
1559,2013,5,4,22,80.0,96.0,14.0,21.0,600.0,122.0,18.0,1007.2,6.5,0.0,4,1.4,Dingling,2013-05-04 22:00:00,98.625,2,-0.5000000000000004,0.8660254037844384,5,1,118.0,14.0,30.0,700.0,121.0,18.4,1007.1,6.6,0.0,0.6,125.0,21.0,27.0,700.0,169.0,21.6,1006.3,5.9,0.0,1.8,80.0,9.0,22.0,700.0,114.0,17.5,1007.5,7.0,0.0,1.5,False,2013-05-04,79.0,85.0,2,Unhealthy,True
1548,2013,5,4,11,131.0,158.0,25.0,39.0,900.0,119.0,20.6,1007.8,9.2,0.0,2,1.7,Dingling,2013-05-04 11:00:00,82.375,2,0.258819045102521,-0.9659258262890682,5,1,139.0,23.0,36.0,900.0,89.0,19.7,1008.7,8.4,0.0,1.4,125.0,19.0,38.0,900.0,66.0,16.8,1009.6,7.7,0.0,1.6,65.0,17.0,14.0,700.0,128.0,20.6,1008.4,5.4,0.0,2.0,False,2013-05-04,120.0,115.0,2,Unhealthy,True
1550,2013,5,4,13,149.0,176.0,29.0,42.0,900.0,141.0,23.8,1006.1,7.4,0.0,9,3.5,Dingling,2013-05-04 13:00:00,89.79166666666667,2,-0.2588190451025208,-0.9659258262890683,5,1,178.0,27.0,53.0,1000.0,113.0,23.3,1007.0,8.2,0.0,3.9,139.0,23.0,36.0,900.0,89.0,19.7,1008.7,8.4,0.0,1.4,75.0,15.0,20.0,600.0,143.0,22.3,1007.2,5.2,0.0,1.1,False,2013-05-04,143.0,131.0,2,Unhealthy,True
1551,2013,5,4,14,105.0,127.0,21.0,19.0,700.0,180.0,24.1,1005.6,7.3,0.0,8,2.7,Dingling,2013-05-04 14:00:00,91.79166666666667,2,-0.4999999999999997,-0.8660254037844388,5,1,176.0,29.0,42.0,900.0,141.0,23.8,1006.1,7.4,0.0,3.5,158.0,25.0,39.0,900.0,119.0,20.6,1007.8,9.2,0.0,1.7,59.0,13.0,15.0,600.0,161.0,22.8,1006.5,4.3,0.0,2.2,False,2013-05-04,149.0,143.0,2,Unhealthy,True
